,ai,knn_shr_ai,district_ai_share,partisan_dislocation,NAMELSAD
0,1,0.39161377187920754,0.5976331360946746,0.20601936421546707,State Senate District S
1,1,0.39007501442585113,0.5976331360946746,0.20755812166882348,State Senate District S
2,1,0.39238315060588574,0.5976331360946746,0.20524998548878887,State Senate District S
3,1,0.39238315060588574,0.5976331360946746,0.20524998548878887,State Senate District S
4,1,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
5,1,0.39161377187920754,0.5976331360946746,0.20601936421546707,State Senate District S
6,1,0.39238315060588574,0.5976331360946746,0.20524998548878887,State Senate District S
7,1,0.39238315060588574,0.5976331360946746,0.20524998548878887,State Senate District S
8,1,0.39315252933256395,0.5976331360946746,0.20448060676211066,State Senate District S
9,1,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
10,1,0.39007501442585113,0.5976331360946746,0.20755812166882348,State Senate District S
11,0,0.39161377187920754,0.5976331360946746,0.20601936421546707,State Senate District S
12,0,0.39238315060588574,0.5976331360946746,0.20524998548878887,State Senate District S
13,0,0.39084439315252933,0.5976331360946746,0.20678874294214528,State Senate District S
14,0,0.39161377187920754,0.5976331360946746,0.20601936421546707,State Senate District S
15,0,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
16,0,0.39315252933256395,0.5976331360946746,0.20448060676211066,State Senate District S
17,0,0.39469128678592036,0.5976331360946746,0.20294184930875425,State Senate District S
18,0,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
19,0,0.39469128678592036,0.5976331360946746,0.20294184930875425,State Senate District S
20,0,0.39161377187920754,0.5976331360946746,0.20601936421546707,State Senate District S
21,0,0.39084439315252933,0.5976331360946746,0.20678874294214528,State Senate District S
22,0,0.39546066551259856,0.5976331360946746,0.20217247058207605,State Senate District S
23,0,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
24,0,0.39238315060588574,0.5976331360946746,0.20524998548878887,State Senate District S
25,0,0.39623004423927677,0.5976331360946746,0.20140309185539784,State Senate District S
26,0,0.39315252933256395,0.5976331360946746,0.20448060676211066,State Senate District S
27,0,0.39315252933256395,0.5976331360946746,0.20448060676211066,State Senate District S
28,0,0.39238315060588574,0.5976331360946746,0.20524998548878887,State Senate District S
29,0,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
30,0,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
31,0,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
32,0,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
33,0,0.39315252933256395,0.5976331360946746,0.20448060676211066,State Senate District S
34,0,0.39161377187920754,0.5976331360946746,0.20601936421546707,State Senate District S
35,0,0.39084439315252933,0.5976331360946746,0.20678874294214528,State Senate District S
36,0,0.39469128678592036,0.5976331360946746,0.20294184930875425,State Senate District S
37,0,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
38,0,0.39315252933256395,0.5976331360946746,0.20448060676211066,State Senate District S
39,1,0.4700904020003847,0.5976331360946746,0.1275427340942899,State Senate District S
40,1,0.4723985381804193,0.5976331360946746,0.12523459791425529,State Senate District S
41,1,0.49778803616080014,0.5976331360946746,0.09984509993387447,State Senate District S
42,1,0.5285631852279284,0.5976331360946746,0.06906995086674617,State Senate District S
43,1,0.5893441046355068,0.5976331360946746,0.008289031459167817,State Senate District S
44,0,0.48624735526062707,0.5976331360946746,0.11138578083404754,State Senate District S
45,0,0.4885554914406617,0.5976331360946746,0.10907764465401293,State Senate District S
46,0,0.5324100788613195,0.5976331360946746,0.06522305723335509,State Senate District S
47,0,0.4839392190805924,0.5976331360946746,0.11369391701408221,State Senate District S
48,0,0.5131756106943643,0.5976331360946746,0.08445752540031026,State Senate District S
49,0,0.5254856703212156,0.5976331360946746,0.07214746577345899,State Senate District S
50,0,0.5108674745143297,0.5976331360946746,0.08676566158034493,State Senate District S
51,0,0.48547797653394886,0.5976331360946746,0.11215515956072575,State Senate District S
52,0,0.5447201384881708,0.5976331360946746,0.05291299760650381,State Senate District S
53,0,0.5108674745143297,0.5976331360946746,0.08676566158034493,State Senate District S
54,0,0.5693402577418735,0.5976331360946746,0.028292878352801143,State Senate District S
55,0,0.4954798999807655,0.5976331360946746,0.10215323611390908,State Senate District S
56,0,0.48624735526062707,0.5976331360946746,0.11138578083404754,State Senate District S
57,0,0.5124062319676861,0.5976331360946746,0.08522690412698852,State Senate District S
58,0,0.46624350836699363,0.5976331360946746,0.13138962772768098,State Senate District S
59,0,0.4693210232737065,0.5976331360946746,0.1283121128209681,State Senate District S
60,0,0.4908636276206963,0.5976331360946746,0.10676950847397831,State Senate District S
61,0,0.5201000192344681,0.5976331360946746,0.07753311686020647,State Senate District S
62,0,0.4839392190805924,0.5976331360946746,0.11369391701408221,State Senate District S
63,0,0.5316407001346413,0.5976331360946746,0.06599243596003335,State Senate District S
64,0,0.5562608193883439,0.5976331360946746,0.04137231670633068,State Senate District S
65,0,0.47547605308713214,0.5976331360946746,0.12215708300754247,State Senate District S
66,0,0.5893441046355068,0.5976331360946746,0.008289031459167817,State Senate District S
67,0,0.5208693979611464,0.5976331360946746,0.07676373813352821,State Senate District S
68,0,0.4800923254472014,0.5976331360946746,0.11754081064747324,State Senate District S
69,0,0.5562608193883439,0.5976331360946746,0.04137231670633068,State Senate District S
70,0,0.4916330063473745,0.5976331360946746,0.10600012974730011,State Senate District S
71,0,0.5208693979611464,0.5976331360946746,0.07676373813352821,State Senate District S
72,0,0.4847085978072706,0.5976331360946746,0.11292453828740401,State Senate District S
73,0,0.482400461627236,0.5976331360946746,0.11523267446743862,State Senate District S
74,0,0.5385651086747452,0.5976331360946746,0.05906802741992945,State Senate District S
75,0,0.51933064050779,0.5976331360946746,0.07830249558688462,State Senate District S
76,0,0.5108674745143297,0.5976331360946746,0.08676566158034493,State Senate District S
77,0,0.5431813810348144,0.5976331360946746,0.05445175505986022,State Senate District S
78,0,0.5377957299480669,0.5976331360946746,0.05983740614660771,State Senate District S
79,0,0.4900942488940181,0.5976331360946746,0.10753888720065652,State Senate District S
80,0,0.5424120023081361,0.5976331360946746,0.05522113378653848,State Senate District S
81,0,0.49701865743412194,0.5976331360946746,0.10061447866055268,State Senate District S
82,0,0.5239469128678592,0.5976331360946746,0.0736862232268154,State Senate District S
83,0,0.4839392190805924,0.5976331360946746,0.11369391701408221,State Senate District S
84,0,0.5454895172148491,0.5976331360946746,0.05214361887982555,State Senate District S
85,0,0.500865551067513,0.5976331360946746,0.09676758502716165,State Senate District S
86,0,0.5277938065012503,0.5976331360946746,0.06983932959342432,State Senate District S
87,0,0.5485670321215619,0.5976331360946746,0.04906610397311273,State Senate District S
88,0,0.5031736872475476,0.5976331360946746,0.09445944884712698,State Senate District S
89,0,0.4708597807270629,0.5976331360946746,0.1267733553676117,State Senate District S
90,1,0.45239469128678594,0.5976331360946746,0.14523844480788867,State Senate District S
91,1,0.39315252933256395,0.5976331360946746,0.20448060676211066,State Senate District S
92,1,0.47778418926716676,0.5976331360946746,0.11984894682750785,State Senate District S
93,1,0.41392575495287554,0.5976331360946746,0.18370738114179908,State Senate District S
94,1,0.45393344874014235,0.5976331360946746,0.14369968735453226,State Senate District S
95,1,0.4577803423735334,0.5976331360946746,0.13985279372114123,State Senate District S
96,1,0.4508559338334295,0.5976331360946746,0.14677720226124513,State Senate District S
97,1,0.47778418926716676,0.5976331360946746,0.11984894682750785,State Senate District S
98,1,0.42469705712637046,0.5976331360946746,0.17293607896830415,State Senate District S
99,0,0.4585497211002116,0.5976331360946746,0.13908341499446303,State Senate District S
100,0,0.45547220619349876,0.5976331360946746,0.14216092990117585,State Senate District S
101,0,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
102,0,0.42085016349297943,0.5976331360946746,0.17678297260169518,State Senate District S
103,0,0.39623004423927677,0.5976331360946746,0.20140309185539784,State Senate District S
104,0,0.4593190998268898,0.5976331360946746,0.13831403626778482,State Senate District S
105,0,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
106,0,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
107,0,0.4685516445470283,0.5976331360946746,0.1290814915476463,State Senate District S
108,0,0.45239469128678594,0.5976331360946746,0.14523844480788867,State Senate District S
109,0,0.4046932102327371,0.5976331360946746,0.19293992586193753,State Senate District S
110,0,0.4177726485862666,0.5976331360946746,0.179860487508408,State Senate District S
111,0,0.39315252933256395,0.5976331360946746,0.20448060676211066,State Senate District S
112,0,0.3985381804193114,0.5976331360946746,0.19909495567536323,State Senate District S
113,0,0.41700326985958835,0.5976331360946746,0.18062986623508626,State Senate District S
114,0,0.39546066551259856,0.5976331360946746,0.20217247058207605,State Senate District S
115,0,0.40007693787266785,0.5976331360946746,0.19755619822200676,State Senate District S
116,0,0.45316407001346415,0.5976331360946746,0.14446906608121046,State Senate District S
117,0,0.4508559338334295,0.5976331360946746,0.14677720226124513,State Senate District S
118,0,0.460088478553568,0.5976331360946746,0.13754465754110662,State Senate District S
119,0,0.42008078476630123,0.5976331360946746,0.17755235132837338,State Senate District S
120,0,0.39546066551259856,0.5976331360946746,0.20217247058207605,State Senate District S
121,0,0.44854779765339486,0.5976331360946746,0.14908533844127975,State Senate District S
122,0,0.4354683592998654,0.5976331360946746,0.16216477679480923,State Senate District S
123,0,0.39392190805924215,0.5976331360946746,0.20371122803543246,State Senate District S
124,0,0.396999422965955,0.5976331360946746,0.20063371312871964,State Senate District S
125,1,0.09078668974802846,0.16961736150770987,0.0788306717596814,State Senate District R
126,1,0.09078668974802846,0.16961736150770987,0.0788306717596814,State Senate District R
127,1,0.08463165993460281,0.16961736150770987,0.08498570157310706,State Senate District R
128,1,0.08463165993460281,0.16961736150770987,0.08498570157310706,State Senate District R
129,1,0.08463165993460281,0.16961736150770987,0.08498570157310706,State Senate District R
130,1,0.08693979611463742,0.16961736150770987,0.08267756539307244,State Senate District R
131,0,0.08617041738795922,0.16961736150770987,0.08344694411975065,State Senate District R
132,0,0.08924793229467205,0.16961736150770987,0.08036942921303782,State Senate District R
133,0,0.08540103866128101,0.16961736150770987,0.08421632284642885,State Senate District R
134,0,0.09078668974802846,0.16961736150770987,0.0788306717596814,State Senate District R
135,0,0.08540103866128101,0.16961736150770987,0.08421632284642885,State Senate District R
136,0,0.08540103866128101,0.16961736150770987,0.08421632284642885,State Senate District R
137,0,0.08463165993460281,0.16961736150770987,0.08498570157310706,State Senate District R
138,0,0.08540103866128101,0.16961736150770987,0.08421632284642885,State Senate District R
139,0,0.08770917484131564,0.16961736150770987,0.08190818666639423,State Senate District R
140,0,0.08924793229467205,0.16961736150770987,0.08036942921303782,State Senate District R
141,0,0.08463165993460281,0.16961736150770987,0.08498570157310706,State Senate District R
142,0,0.08924793229467205,0.16961736150770987,0.08036942921303782,State Senate District R
143,0,0.09155606847470668,0.16961736150770987,0.07806129303300319,State Senate District R
144,0,0.0830929024812464,0.16961736150770987,0.08652445902646347,State Senate District R
